"id","service_id","request_id","request_type","xslt_id","client_internal_number","additional_details","response_id","message_id","request_content","response_topic","request_timestamp","update_timestamp","state","response_content","response_type","kafka_partition","kafka_offset","is_queued_status","is_archived_status","route","attachment_path"
"58e0100a-56aa-4a58-8c7a-a8bbaf43b5a8",lic-integrator,e6a150f1-18d0-4305-bd59-0f8150e6fbf3,EditERUL,19,-,,"5dea5dbf-c141-11ef-b715-e2ed08aa150f","5d34a213-c141-11ef-b039-aee3f524d64e","{""permitNumber"":""Л058-00125-78/00776385"",""permitType"":{""code"":""001"",""title"":""Лицензирование""},""changes"":{""permitStatus"":{""newStatus"":{""code"":""04"",""title"":""Прекращена""},""newStatusStartDate"":""2024-12-23"",""reason"":""-"",""decision"":{""decisionType"":{""code"":""01"",""title"":""Приказ/распоряжение""},""decisionNumberInfo"":{""number"":""-"",""date"":""2024-12-23""}},""decisionOrganization"":""ФЕДЕРАЛЬНАЯ СЛУЖБА ПО КОНТРОЛЮ ЗА АЛКОГОЛЬНЫМ И ТАБАЧНЫМ РЫНКАМИ"",""additionalInformation"":""-""}}}",,2024-12-23 18:19:55.185,2024-12-23 18:21:04.740,OUTGOING,"{""accepted"":""true""}",,1,2538,false,true,OUT,
"7b18ee81-72f1-4772-9b31-808692d345ba",lic-integrator,c6408e66-5559-4a2f-bfe8-f1c5550906cf,LicenseAdditionalERUL-103,68,Л-1719,,"292c581b-bd2b-11ef-b715-e2ed08aa150f","2813bbe9-bd2b-11ef-85f2-aee3f524d64e","{""additionalPermitRequest"":{""permitNumber"":""Л058-00125-78/00776385"",""permitInfo"":{""permitDate"":""2024-12-18"",""validity"":{""validityType"":{""code"":""01"",""title"":""Срочная""},""startDate"":""2024-12-18"",""expirationDate"":""2025-12-18""},""decision"":{""decisionType"":{""code"":""01"",""title"":""Приказ/распоряжение""},""decisionNumberInfo"":{""number"":""Р-опт/17"",""date"":""2024-12-18""}},""decisionMaker"":{""name"":""Афанасенко Елена Григорьевна"",""position"":{""code"":""5790"",""title"":""Заместитель руководителя Федеральной службы по контролю за алкогольным и табачным рынками""}}}}}",,2024-12-18 13:30:52.482,2024-12-18 13:31:10.082,OUTGOING,"{""accepted"":""true""}",,0,5200,false,true,OUT,
